tick,population,gini,mean_wealth,median_wealth,mean_metabolism,mean_vision,total_grid_sugar
118,111,0.27600025695007535,83.70495495495496,102.5,1.162162162162162,3.918918918918919,1774.75
119,111,0.2761576691978058,84.3963963963964,102.75,1.162162162162162,3.918918918918919,1781.0
120,111,0.276006006006006,85.13513513513513,103.25,1.162162162162162,3.918918918918919,1783.0
121,111,0.27571862183918716,85.89414414414415,104.25,1.162162162162162,3.918918918918919,1783.75
122,111,0.27562649730572786,86.64414414414415,104.75,1.162162162162162,3.918918918918919,1782.75
123,111,0.27547770404913263,87.4054054054054,105.75,1.162162162162162,3.918918918918919,1779.75
124,111,0.27552878715669415,88.13063063063063,107.25,1.162162162162162,3.918918918918919,1780.5
125,111,0.27565539581357873,88.84684684684684,108.25,1.162162162162162,3.918918918918919,1780.5
126,111,0.275858302970979,89.54954954954955,109.25,1.162162162162162,3.918918918918919,1779.75
127,111,0.2757477801138297,90.27477477477477,110.25,1.162162162162162,3.918918918918919,1777.25
128,111,0.27578672732138076,90.990990990991,110.25,1.162162162162162,3.918918918918919,1775.25
129,111,0.2756211051266442,91.69144144144144,110.75,1.162162162162162,3.918918918918919,1776.5
130,111,0.2755972295243906,92.39189189189189,111.75,1.162162162162162,3.918918918918919,1780.5
131,111,0.27555269084874345,93.11711711711712,112.5,1.162162162162162,3.918918918918919,1781.75
132,111,0.2755701197633662,93.8445945945946,114.0,1.162162162162162,3.918918918918919,1783.0
133,111,0.27545154408907624,94.62162162162163,115.5,1.162162162162162,3.918918918918919,1778.75
134,111,0.27548721051779407,95.36711711711712,116.5,1.162162162162162,3.918918918918919,1778.25
135,111,0.27544511055897053,96.13513513513513,117.5,1.162162162162162,3.918918918918919,1774.5
136,111,0.2752176245412893,96.9054054054054,118.5,1.162162162162162,3.918918918918919,1769.25
137,111,0.27494497958165776,97.63513513513513,119.75,1.162162162162162,3.918918918918919,1765.5
138,111,0.27485080060251244,98.34909909909909,120.75,1.162162162162162,3.918918918918919,1763.75
139,111,0.27498232824591706,99.03153153153153,121.75,1.162162162162162,3.918918918918919,1764.5
140,111,0.27503913533043034,99.740990990991,122.75,1.162162162162162,3.918918918918919,1763.0
141,111,0.2748848377631162,100.47297297297297,124.0,1.162162162162162,3.918918918918919,1761.5
142,111,0.2747481161578078,101.22972972972973,125.0,1.162162162162162,3.918918918918919,1758.0
143,110,0.26827158262545936,102.88636363636364,126.375,1.1545454545454545,3.9,1760.25
144,110,0.26835640176358333,103.61136363636363,127.5,1.1545454545454545,3.9,1768.25
145,110,0.26829465282561704,104.37272727272727,128.625,1.1545454545454545,3.9,1770.25
146,110,0.2681499768068997,105.11818181818182,129.5,1.1545454545454545,3.9,1774.75
147,110,0.2678431234830926,105.9,130.25,1.1545454545454545,3.9,1775.5
148,110,0.26748594309081614,106.7090909090909,131.25,1.1545454545454545,3.9,1772.25
149,110,0.2673245533937843,107.47954545454546,132.375,1.1545454545454545,3.9,1772.75
