tick,population,gini,mean_wealth,median_wealth,mean_metabolism,mean_vision,total_grid_sugar
176,173,0.3722037359180865,186.21387283236993,180.0,1.5086705202312138,3.878612716763006,2490.0
177,173,0.37230286911828075,187.2543352601156,181.0,1.5086705202312138,3.878612716763006,2491.0
178,173,0.37245938710153653,188.30057803468208,182.0,1.5086705202312138,3.878612716763006,2488.0
179,173,0.3724610068782898,189.34682080924856,183.0,1.5086705202312138,3.878612716763006,2489.0
180,173,0.3725805698788166,190.41618497109826,184.0,1.5086705202312138,3.878612716763006,2491.0
181,173,0.3725605219481486,191.49132947976878,185.0,1.5086705202312138,3.878612716763006,2486.0
182,173,0.3726264681888299,192.53757225433526,186.0,1.5086705202312138,3.878612716763006,2489.0
183,173,0.37269257294814256,193.59537572254337,187.0,1.5086705202312138,3.878612716763006,2490.0
184,173,0.3727982063242179,194.6242774566474,188.0,1.5086705202312138,3.878612716763006,2495.0
185,173,0.37285285793896217,195.69942196531792,189.0,1.5086705202312138,3.878612716763006,2491.0
186,173,0.3729847167453424,196.72832369942196,190.0,1.5086705202312138,3.878612716763006,2490.0
187,173,0.373146104204377,197.76878612716763,191.0,1.5086705202312138,3.878612716763006,2488.0
188,173,0.3732626353487234,198.79768786127167,192.0,1.5086705202312138,3.878612716763006,2502.0
189,173,0.3733251945265633,199.90173410404626,193.0,1.5086705202312138,3.878612716763006,2503.0
190,173,0.3733671193446968,201.0057803468208,194.0,1.5086705202312138,3.878612716763006,2496.0
191,173,0.3735924023870012,202.09248554913296,195.0,1.5086705202312138,3.878612716763006,2486.0
192,173,0.3737852331130192,203.11560693641619,196.0,1.5086705202312138,3.878612716763006,2494.0
193,173,0.37387071150207524,204.17341040462426,197.0,1.5086705202312138,3.878612716763006,2494.0
194,173,0.37402175176648844,205.21387283236993,198.0,1.5086705202312138,3.878612716763006,2493.0
195,173,0.3741224075540534,206.28323699421966,199.0,1.5086705202312138,3.878612716763006,2491.0
196,173,0.37431545025609225,207.32369942196533,200.0,1.5086705202312138,3.878612716763006,2490.0
197,173,0.3744614846372905,208.38728323699422,201.0,1.5086705202312138,3.878612716763006,2491.0
198,173,0.37460444066550164,209.4508670520231,202.0,1.5086705202312138,3.878612716763006,2491.0
199,173,0.3747010069656846,210.50867052023122,203.0,1.5086705202312138,3.878612716763006,2492.0
200,173,0.37479137054234185,211.56069364161849,204.0,1.5086705202312138,3.878612716763006,2486.0
